candidate_id	decision	linked_lexeme_id	admitted_class	admitted_stem	gender	aspect	number_restriction	animacy	stem_alternants	principal_parts	accent_metadata	positional_metadata	abbreviation_metadata	normative_source	normative_citation	target_evidence	semantic_evidence	confidence_bp	assumptions	review_note
synodal:family-candidate:207fcc5dd64ef1f7e685a56e	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.15.4 supplies a evaluation-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Baruch.2.17 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces ѡ҆правда̑нїѧ, ѡ҆правда́нїе. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:212f938c838b2a35f1e43bde	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.7	synodal:candidate:a28bcfea9e6857f53a8037ed,synodal:candidate:b107295ae43863d45075c01e	2500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: multiple lexical identities or grammatical cells remain compatible. Independent target-recension identity and cell evidence is required before any alternative may enter Strict top-k.
synodal:family-candidate:216fefaba3d4359a52afa148	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Dan.3.38 supplies a evaluation-partition target-recension surface occurrence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Dan.3.40 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces же́ртва, же́ртвы. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:21d3f7ea19c71cd4bb875418	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.14,Acts.2.25,Acts.2.40,Acts.5.38,Amos.7.16		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:24242a82702ffe95ec056311	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.8.16 supplies a source-partition target-recension surface occurrence		1500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces то́чїю. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:243150d585924f3b8c0bf303	admitted	synodal:noun:videnie	first-soft-ie-n	видѣнї	neuter		singular,dual,plural	inanimate			fixed acute on the second stem vowel with exact accusative-plural kamora	regular soft -їе neuter endings with a cell-scoped kamora plural		alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-acts-10-17-videnie-nominative-singular,ponomar-acts-10-19-videnii-locative-singular,ponomar-acts-26-19-videniyu-dative-singular,ponomar-apoc-4-3-videniem-instrumental-singular,ponomar-deut-28-34-videnii-genitive-plural,ponomar-hos-12-10-videniya-accusative-plural	ponomar-sci-videnie-semantic,sense:v21:noun:videnie	10000	Unattested cells are transparent products of Alypy's complete soft-neuter -їе table; the source-backed accusative-plural kamora remains exact and is not generalized.	Admitted as a complete productive inanimate soft -їе neuter after the SCI identity and six disjoint source-partition Synodal cells established the stem, class, fixed acute background, and bounded plural kamora; Acts.11.5 remains held out.
synodal:family-candidate:246f2bc75f6243e5d9f83b85	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.2		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:24baa88380bbaa1a8159a6fd	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.10,Amos.5.24		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:25ed210fe7fa4fde9640f4f0	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.8.26		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:2623c1abca8412af8a8f8bae	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.35		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:264ced516cdf3ae98b7dd684	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.22		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:264db068871746de9e69a0b1	admitted	synodal:proper-noun:iuda	second-hard	іꙋд	masculine		singular,dual,plural	agreement-conditioned accusative			fixed acute on the second stem vowel; initial psili	ordinary second-declension masculine endings		alypy-gamanovich-grammar-web-2023	§§39–40, masculine воевода model	ponomar-acts-1-13-iuda-nominative-singular,ponomar-gen-49-10-iudy-genitive-singular,ponomar-gen-38-22-iude-dative-singular,ponomar-acts-15-22-iudu-accusative-singular,ponomar-iii-kings-14-21-iudoyu-instrumental-singular,ponomar-ii-macc-12-11-iude-locative-singular,ponomar-hos-6-4-iudo-vocative-singular	ponomar-sci-iuda-semantic,sense:v11:proper-noun:iuda	10000	The one morphological identity covers biblical persons and the eponymous tribe/land; semantic readings remain senses, while animacy controls accusative behavior. Unattested dual/plural cells follow the fully licensed masculine second-declension class.	Admitted as a complete productive masculine second-declension proper-name paradigm with every singular case exact-typed, fixed accent and breathing, and grammatically licensed dual/plural cells.
synodal:family-candidate:26bbef9250bf47d0300e64a8	admitted	synodal:verb:byti	archaic-verb-participle-system-with-exact-overrides	сꙋщ		biaspectual	singular,dual,plural			present-active short and long сꙋщ- principal parts	fixed acute on the сꙋщ- stem	exact target cells retain precedence		alypy-gamanovich-grammar-web-2023	§81	ponomar-acts-15-23-sushchym-dative-plural,ponomar-acts-16-21-sushchym-dative-plural	sense:be	10000	Polyakov's extensive бы́ти inventory independently repeats the fixed participial accent	Admitted a typed reusable accent scope for both complete present-active participle systems from independently governed target cells.
synodal:family-candidate:270b2023d008c5fe6dc5e9dd	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.20		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:274f3d8ae0f74d4c29dc42be	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.14		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:2958a26466e78aa8a4390f22	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.47,Acts.5.39,Apoc.2.2	synodal:candidate:c8b75d2f425c16e543060087	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:29807c1b792908cc4c8f5d8c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.16.1	synodal:candidate:e0d6b61a9ce05a60948b39e2	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: a reviewed runtime lexeme is compatible, but the exact printed variant, accent or positional behavior, and typed cell are not independently cited together. Accentless similarity is not an admission.
synodal:family-candidate:2a01f107b8c44bd5f1921ebc	admitted	synodal:noun:tsar	first-soft-m	цар	masculine		singular,dual,plural	animate			mobile accent with exact root-accented -їе nominative plural	explicit source-backed -їе plural variant		alypy-gamanovich-grammar-web-2023	§§34,37	ponomar-acts-4-26-tsarie-nominative-plural	sense:king	10000	Polyakov N1j was used independently to confirm ца́ріе alongside the mobile цар- paradigm	Admitted the directly attested root-accented nominative-plural -їе variant without generalizing it over the lexeme's existing ending-accented exact cells.
synodal:family-candidate:2a37ba493a4a34051d06d7a0	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.4		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: a reviewed runtime lexeme is compatible, but the exact printed variant, accent or positional behavior, and typed cell are not independently cited together. Accentless similarity is not an admission.
synodal:family-candidate:2aa94a7420286d2f9585d86c	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.8,Acts.18.5,Ezek.21.20		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:2b2e6779e6b094cab6e35d31	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.21		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:2b4c52fc8782c7d5693b64a5	deferred															english-wiktionary-ocs-kaikki-2026-08-07:synodal:candidate:51cf9410a27be646211d6202 supplies an OCS dictionary identity/form candidate in the source partition (third-person plural aorist indicative of внити (vniti)); ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.1.13 supplies a source-partition target-recension surface occurrence	synodal:candidate:51cf9410a27be646211d6202	5500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces внидо́ша. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:2b8c80606f01b41f5e738500	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.7		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:2cd3652f8d60a5acb51b1942	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.19		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:2d34271e572cc243dbe06d5d	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.17.22		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:2d4f331c4ec1852d3f3502d4	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.2.7		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:2d79ea08c6c2b33acd455518	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.19,Acts.2.8		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: a reviewed runtime lexeme is compatible, but the exact printed variant, accent or positional behavior, and typed cell are not independently cited together. Accentless similarity is not an admission.
synodal:family-candidate:2f0838ec7c697eee28251a15	deferred															english-wiktionary-ocs-kaikki-2026-08-07:synodal:candidate:4a34fd51fd748758cda1b464 supplies an OCS dictionary identity/form candidate in the source partition (third-person plural aorist indicative of пасти (pasti)); ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Apoc.4.10 supplies a source-partition target-recension surface occurrence	synodal:candidate:4a34fd51fd748758cda1b464	5500	Diagnostic grouping and frequency are prioritization evidence only; evaluation passages remain excluded from runtime evidence.	Deferred after v0.6 top-200 review: inspected diagnostic surfaces падо́ша. Target frequency and grouping do not establish target-lexeme-identity, target-morphological-cell; no runtime fact is enabled.
synodal:family-candidate:30170756785627a9b47f3b4e	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Acts.1.15 supplies target-recension surface evidence		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: a spelling relationship is diagnostic only; exact target identity, printed accent or positional behavior, and every compatible typed cell are not independently cited together.
synodal:family-candidate:30e0814223007156380e4211	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Amos.4.10		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:310e1e8d462ed6fb7110cd99	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.6.6		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:3115168b45219d9e876a6245	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.8.33		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:31d72649185ff1fb7de64add	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.6		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:32d274c72a1dd5e090941881	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.11,Apoc.2.17,Composite.2.8	synodal:candidate:9aa8b68a0e09f2c9be127cc4	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:334748a6cc6ab9cebc4cbbca	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.22,Acts.24.24,Acts.9.4		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:334b56c565e47eb44aa05fcd	rejected															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.7	synodal:candidate:1b1f488bfbb315180ed432ef	5500	surface similarity is a proposal and does not establish lexical identity	Rejected as a family grouping: high-frequency ли is a particle surface and cannot be assigned to the OCS verb candidate лити from string identity alone.
synodal:family-candidate:3447a169c6a4adf9420ea0f8	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.10.2,Acts.2.43,Acts.8.7,Apoc.19.1		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:35361ffcd9ec6d7165f19cd6	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.5.36		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:3751c1925788a8a73c7f344a	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.13		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:37e69696a5a2b2816d844318	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.17		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:37e6c43571b38fc622776f12	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.35,Acts.3.25,Acts.4.29,Acts.4.30		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:37e7b826d0e9974175033eea	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.9.2,Apoc.21.24	synodal:candidate:7d43b0c8cda52727b1a9bc52	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:386e5f8683a2484910ede64f	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.17.31,Acts.19.38,Acts.20.16,Acts.25.15,Composite.7.5		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:38a8c9975373752c6dfe0773	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.5.8		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:38ae50d2b65c1858942563d9	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.12.10,Acts.12.13,Acts.9.24,Apoc.21.12	synodal:candidate:3dbe009ffb4af93c7782f1f2,synodal:candidate:4b110ac5f2b338499089258b	2500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:38cbff6485f03c85f316a6e1	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.8		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the target corpus establishes a recurring titlo or superscript surface, but semantic expansion, exact grammatical cells, required marks, and reversibility are not yet independently specified.
synodal:family-candidate:3917ff4b15548c4e4bf4ed01	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.2.8		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:39334788a8d7cab958ed1f20	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Deut.10.18 supplies target-recension surface evidence		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: a spelling relationship is diagnostic only; exact target identity, printed accent or positional behavior, and every compatible typed cell are not independently cited together.
synodal:family-candidate:39657e8431d33966f63fed9e	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.4		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:3a0543afe2f821a6ea83ced8	deferred															ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Composite.8.39 supplies target-recension surface evidence; ponomar-elizabeth-bible-2026-08-09:Ponomar Unicode text:Composite.8.47 supplies target-recension surface evidence		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 structured-route review: the target corpus establishes the marked surface, but semantic expansion, all compatible typed cells, exact combining-mark order, positional restrictions, and reverse-registry behavior are not jointly supported by independent target-recension evidence.
synodal:family-candidate:3a2c8e03154ebe65a70b8f0e	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Ezek.34.23,III_Kings.2.35		1500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:3ac4af3d9a607e8d2b060e9a	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.24,Acts.2.45		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:3ae54415f135ff15d1a6dc30	admitted	synodal:proper-noun:iosif	first-hard-m	іѡсиф	masculine		singular,dual,plural	animate			fixed acute on ѡ with initial psili			alypy-gamanovich-grammar-web-2023	§§34–37	ponomar-acts-7-13-iosif-nominative-singular,ponomar-acts-1-23-iosifa-accusative-singular,ponomar-acts-7-9-iosifu-dative-singular,ponomar-psalm-80-5-iosifie-locative-singular	ponomar-sci-iosif-semantic,sense:v17:proper-noun:iosif	10000	Unattested dual and plural cells are grammatical class products and are not labeled as corpus-attested uses of the personal name.	Admitted after the SCI identity and four independently governed Synodal cells established the animate hard-masculine Joseph family, fixed accent, and breathing.
synodal:family-candidate:3c18fa0384fe425b514d9aaa	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Dan.1.15,Dan.3.30	synodal:candidate:a9cef2fd54e7bd9b152cd607	5500	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: OCS dictionary membership supplies candidate evidence only; target-recension identity, semantics, exact typed cells, accents, and any productive metadata remain independently unsupported.
synodal:family-candidate:3d53b73bda7228f9dd77111d	deferred	synodal:verb:wikt-06af096688df														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.23.5,Acts.3.22	synodal:candidate:10c31845613b32ab7d9dd3dd,synodal:candidate:1217416ff7180b9f56e17c5f	7500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: multiple lexical identities or grammatical cells remain compatible. Corpus frequency and OCS dictionary candidates cannot resolve the target-recension ambiguity; all candidates must remain visible.
synodal:family-candidate:3d59cec5118837d618793453	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.21	synodal:candidate:93c2e0574ab00f2d66c26e40	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:3d8d870626e8a20a464c1849	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.3.17		1000	Diagnostic grouping and corpus frequency are prioritization evidence only; no resolver analysis is enabled by this row.	Deferred after v0.5 review: repeated target surfaces do not establish lemma identity, semantics, exact morphological cells, principal parts, accent class, or a productive Synodal rule.
synodal:family-candidate:3db1e03e467b23c3621db244	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.3	synodal:candidate:dc8aa5a8db88624532363249	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:3e57301726dd86cc78bf7edb	deferred	synodal:noun:syn														ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.13.10,Acts.7.21,Acts.7.23,Acts.7.37,Baruch.1.7	synodal:noun:syn	7500	shared visible stem is diagnostic only; alternants require review; surface similarity is a proposal and does not establish lexical identity	Deferred after review: one reviewed runtime lexeme is compatible, but the unresolved surfaces still lack independently typed target cells, exact accent or positional evidence, or a complete cited Synodal class.
synodal:family-candidate:3f3e8ed0fdc04e01ea3b0787	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.7.45		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:3fbc6520b0e7f59e28544390	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.1.25		1000	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
synodal:family-candidate:3fe616de66815346e8bb4141	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.9.40	synodal:candidate:58430386fce3a8091cf1cae1	5500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: the OCS Kaikki entry supplies candidate identity or form evidence only. No independently cited Synodal class, exact cell mapping, accent behavior, and target semantic continuity jointly support admission.
synodal:family-candidate:3fe900b3b0180be83a05e6ee	deferred															ponomar-elizabeth-bible-2026-08-09,wikisource-church-slavonic-bible-2026-08-09:Acts.4.30		1500	surface similarity is a proposal and does not establish lexical identity	Deferred after review: repeated corpus surfaces and diagnostic stem, prefix, or ending features do not by themselves establish a lemma, part of speech, morphological cell, principal parts, accent class, or productive rule.
