evidence_id	candidate_id	source_id	citation	decision	target_recension	review_note
v07-source-4057b28ed9211ba9	synodal:candidate:3ed5dfb0d4d1d394979b9079	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4068cc01fd9a2cca	synodal:candidate:7026397c6d6b76e4a73c9567	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-409352080f20c290	synodal:candidate:7233bdbd0a44f57a0c64bfac	english-wiktionary-ocs-kaikki-2026-08-07	мѫдрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4110fb3167b8b9db	synodal:candidate:fe46cff919635f9118d39a03	syntacticus-20230428	spi.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4128c05c72230617	synodal:candidate:0bf8dd5dba56973645367c2e	english-wiktionary-ocs-kaikki-2026-08-07	оно	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-41fbfc8f2c706d5d	synodal:candidate:eeb22c76ee483794aaba7fdd	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-421051c419a51420	synodal:candidate:0bf8dd5dba56973645367c2e	english-wiktionary-ocs-kaikki-2026-08-07	оно	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-42921a8b2a2db280	synodal:candidate:7233bdbd0a44f57a0c64bfac	english-wiktionary-ocs-kaikki-2026-08-07	мѫдрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-42be949aa5cfe3f5	synodal:candidate:1450355da3fda02759888d26	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-42df65b6e33d640d	synodal:candidate:b2333ecdbd2471de36f663e7	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4377a20d2cfd2024	synodal:candidate:fd70b4959b6c1a698121e7da	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4393f508999bc0ad	synodal:candidate:f41247f04caf68025a1c38b7	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-43b739d4cdbd5a99	synodal:candidate:d34895977a14fda32f761348	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-43d538c8705239c3	synodal:candidate:632f550a9c06c523b70908cc	syntacticus-20230428	schism.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-43e675ff1e37869a	synodal:candidate:7e4fe5ae412f6ec31ebb5bf7	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-43f65eb7e361da88	synodal:candidate:e1553541af8699add8cad39c	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-43ff2daf29caf74a	synodal:candidate:d60f01b8aa8575e32b87f889	english-wiktionary-ocs-kaikki-2026-08-07	сьде	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4407ed5792b98082	synodal:candidate:754204704fcfd84c2664b42c	syntacticus-20230428	drac.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-444a1b6db4c6d3d3	synodal:candidate:1228d875b5402503622a8d60	english-wiktionary-ocs-kaikki-2026-08-07	десѧтина	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-448d652e973cf879	synodal:candidate:f64acc8539065c475e91aec3	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-450e139a32ea11c5	synodal:candidate:f1f24d0f7aab0a197c1cd221	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-457c47b36701b193	synodal:candidate:1228d875b5402503622a8d60	english-wiktionary-ocs-kaikki-2026-08-07	десѧтина	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-459f20a24250ba03	synodal:candidate:78dc9e48812933ab90ea72fd	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-45bc92c5787c4c57	synodal:candidate:bc5f1e47e3bd7ed693166f47	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-45c59b77e99eaa1a	synodal:candidate:94030c6a73866440d1c0b9f6	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46014ec667da6a3a	synodal:candidate:3ff3eb36d016a500873627ef	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-464288d412682208	synodal:candidate:3c664d2b8a3f93be43adbac5	english-wiktionary-ocs-kaikki-2026-08-07	Асіꙗ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46623198dcced6d7	synodal:candidate:a500d11aff955e0a1b4e1908	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46b50e973b89bae6	synodal:candidate:1725ccdf0895916528d76018	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46bb972e646b469e	synodal:candidate:c92740e0a24ab9329a10ec8e	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46c406dfa3b8c304	synodal:candidate:eacd5bd328c12fb0b9c370b5	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-46e27da067827ee1	synodal:candidate:91b55cea14adcfb2fd5e0f08	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-472058119491c65c	synodal:candidate:560a469cbbcebafd5342c88e	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4769c2c7775cd12c	synodal:candidate:4594b01dc0aa3ed793b391cb	syntacticus-20230428	pvl-hyp.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4790451d8d9d7a65	synodal:candidate:e42f9bf9d19d5a0404851fd2	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-47d6e86d8b4d00e7	synodal:candidate:6fcdab21a848130736b19c6c	syntacticus-20230428	birchbark.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-48850f1fc5d65b94	synodal:candidate:a4c6093c45053e6a3e8bac84	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-488c2b728550599b	synodal:candidate:e5ece5bcbf0b4f2546670548	english-wiktionary-ocs-kaikki-2026-08-07	мѫдръ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-48ef880f007de137	synodal:candidate:96883728b5a4e902d62c09d6	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-493d75e8f9dd82d9	synodal:candidate:2ee620f41327154f6bf9f38b	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-49a2001c64b0116b	synodal:candidate:f9c56dce57c5b5f877125265	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-49a5d2cfa24cb5d3	synodal:candidate:0455864dfaa20015244439b1	english-wiktionary-ocs-kaikki-2026-08-07	пища	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4b19352b27e271ed	synodal:candidate:89d51347f3ff865f973d1550	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4b98474c2bb98203	synodal:candidate:664142c0a9521d7433828f3d	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4bbb727ac9a6e073	synodal:candidate:390bb5f80d1cfc37824a2547	syntacticus-20230428	stefan.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4bbf1ed94c2df14a	synodal:candidate:c04dd14d8ceebe5018bdbc51	english-wiktionary-ocs-kaikki-2026-08-07	сѫдьба	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4bf77f775de52b04	synodal:candidate:70b05cf7f6192a45dc1d5abe	syntacticus-20230428	stefan.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4c2239ef7c93e617	synodal:candidate:fc019c5a31a804005ca17330	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4c329a51bc3d48ed	synodal:candidate:66c1248b9c23d1a28d34900a	english-wiktionary-ocs-kaikki-2026-08-07	вещь	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4c68c982bb0a433f	synodal:candidate:c1641377dd407618f7ec04b3	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4ca1ce9733a789e5	synodal:candidate:eb355c69e67d6b7614d2e1d4	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4d07dcceaf876c39	synodal:candidate:604dc35a9f01121cb44d67bf	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4d2c0b4b336c8d17	synodal:candidate:d49b358ae9fa489f458c51f3	english-wiktionary-ocs-kaikki-2026-08-07	пещь	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4dfe46d79a23f5ad	synodal:candidate:08cf9e1689727dc2eb6e88b3	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4e078a83d156895a	synodal:candidate:7233bdbd0a44f57a0c64bfac	english-wiktionary-ocs-kaikki-2026-08-07	мѫдрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4e7ad3e3200ca6fc	synodal:candidate:8f0f6edd5ed56131e655ac73	syntacticus-20230428	stefan.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4e9c768b91d6af94	synodal:candidate:a3753d32f6e63f5639067f66	english-wiktionary-ocs-kaikki-2026-08-07	жилище	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4ee793c8ef4ae40e	synodal:candidate:3379a6fab3cf08f1088a5e9b	english-wiktionary-ocs-kaikki-2026-08-07	фараѡнъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4eeea0d44727133b	synodal:candidate:361b60e7a4f650147e7a2b26	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4f071eec956751f2	synodal:candidate:5c220918fa6d56ee530c02e2	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4f5ccc9890641577	synodal:candidate:9ebd88b45480348e7d54d9a5	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4f873ffc9c899a6c	synodal:candidate:e6373414c944557e7e1e2c93	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4f9c1b82040150b3	synodal:candidate:0e88638c1495226fd77b11b4	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-4fa205a800c72f84	synodal:candidate:8a9233f7ec681106c1bf11f3	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-508e9c240aa7221a	synodal:candidate:08f98d27deaeeb23b50a86a3	english-wiktionary-ocs-kaikki-2026-08-07	она	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-51454a11affbfb46	synodal:candidate:e48c5be004fdd1ab3f186660	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-514ba4122c7f750f	synodal:candidate:44dddbeee9cb79976e87a2db	syntacticus-20230428	ust-vlad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-515fe95dd670c4d9	synodal:candidate:e7d38c6dcf66b8affe91e582	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-517b8d7efa1aecbe	synodal:candidate:bf18bbe0dff1b3a410b659bd	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-51cf8bdcddd4e0c8	synodal:candidate:b656255241f904d4c0134b85	english-wiktionary-ocs-kaikki-2026-08-07	вина	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-51d7c0093eb4f180	synodal:candidate:2eb49245565d7d40b8ca00a1	english-wiktionary-ocs-kaikki-2026-08-07	рабꙑни	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-521b967dee53056a	synodal:candidate:bbb82114698bdf4a33db913d	english-wiktionary-ocs-kaikki-2026-08-07	лѫкъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-521dd89cbc766a8e	synodal:candidate:87ae37ce9053ca2ae2799364	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-525847722c436eab	synodal:candidate:a8968eeeb55447bd89c09df2	syntacticus-20230428	spi.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-52b24e5544f36d38	synodal:candidate:a1a656a49417531a9c4b0fb2	english-wiktionary-ocs-kaikki-2026-08-07	капище	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-543256b4852552ea	synodal:candidate:228c65af209318de31004870	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-549871081cc48959	synodal:candidate:016b3bc94315e16858bc4017	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-54d6d2885c79e629	synodal:candidate:34735e610ae68629343fcb69	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-54eb3392f6bbd205	synodal:candidate:2dcd42bb6af622bd75e7206e	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-554c70fd7f619f6d	synodal:candidate:278c25968ba32b418e1234d9	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-55c141ce1e00f6af	synodal:candidate:6cf7ea66f3bb3c83cbf03743	syntacticus-20230428	psal-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-560a6f0d3b7f4c97	synodal:candidate:f4b97531a5f27f9c7339cd3e	syntacticus-20230428	vit-const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5626ce2f1c1bc552	synodal:candidate:09fa349dc7c4a0e87c1fb7ed	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-566a418b09fed305	synodal:candidate:66e841d4dbc945b6f62ce276	syntacticus-20230428	nov-sin.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5729409d53f98576	synodal:candidate:4db2455c1f3f6057d3dd898b	english-wiktionary-ocs-kaikki-2026-08-07	вождь	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-578412d8947043c5	synodal:candidate:6e5353c87b2178a275496c6c	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-582f8742aa7395f8	synodal:candidate:bb23890be57a87435acb6c87	syntacticus-20230428	golitsyn.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5860ece0fc3df034	synodal:candidate:7ee087f25c2f071c276b406e	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-58852ceeaaf87818	synodal:candidate:91f0f6b7575e38ee55705ddb	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5891cda1fb4390eb	synodal:candidate:73724e96caf67867b59d1c0a	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-58b3eabd072ff2c3	synodal:candidate:3313ca6144111069f8d6e782	syntacticus-20230428	drac.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-58d16a447ae9edf4	synodal:candidate:fbaa5d5b0e821a624cba5218	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-590caa1c39f71614	synodal:candidate:d41fb5e922197a577c1bade7	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-593f35220bded0a9	synodal:candidate:58c9325e8926a0f5080a4bff	english-wiktionary-ocs-kaikki-2026-08-07	плотъ	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-59e77ce545fc96da	synodal:candidate:c2e9e8bcebbe10c7e470feac	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-59ea886f8be0c810	synodal:candidate:c0fdb8679e1a15f084d097c8	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-59fa019fac206d49	synodal:candidate:6dffb64875d72d7474a06d17	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5a4d3b4058da7cbc	synodal:candidate:71deafb75ac23b577d1e6bb6	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5a5604da62e48ba1	synodal:candidate:4493ea7b6348b324e13d821c	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5a8c6de5c2c57f6b	synodal:candidate:f098296901dbc261ca4d3c9a	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5acf056025d51f16	synodal:candidate:5c3a4df367af8d85e3f040c1	english-wiktionary-ocs-kaikki-2026-08-07	мꙑсль	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5af34708dd27c6ac	synodal:candidate:3e401d99f5c591cbc4b7ec7c	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5b03d620da21a4da	synodal:candidate:428d09747d534990d0de85c3	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5b173d0ed3d7d4e8	synodal:candidate:71335acbcc0791cdd70ae759	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5b5dfcc4e1a0c62b	synodal:candidate:2eb49245565d7d40b8ca00a1	english-wiktionary-ocs-kaikki-2026-08-07	рабꙑни	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5b7e61502782e4d2	synodal:candidate:24305800f407fe23bfbd2ac3	english-wiktionary-ocs-kaikki-2026-08-07	вельможа	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5bddde0378d112a0	synodal:candidate:9d39b0398a68a2f2c580a138	syntacticus-20230428	vit-meth.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5c2f75b7b3ea4524	synodal:candidate:f583f5f041feec7297fc6de6	syntacticus-20230428	drac.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5c43cfba56d5b151	synodal:candidate:375f59d4f261e15293ea88df	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5ca3f543e8efda0c	synodal:candidate:79f6c3838f4d0c599c95ce1b	syntacticus-20230428	afnik.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5cc5cf6f160284da	synodal:candidate:d2ec0192007135f9b60836a0	syntacticus-20230428	supr.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5cd628cc7995f9aa	synodal:candidate:55220efaa3b47fc1628b5211	syntacticus-20230428	const.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5d34c547a44df98a	synodal:candidate:1e2479c339e436dbdf326e8c	syntacticus-20230428	usp-sbor.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5da3d6f983b22400	synodal:candidate:37db2dd843e489677b92531b	english-wiktionary-ocs-kaikki-2026-08-07	коза	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5dfc209edd562039	synodal:candidate:0feafafca4ac688ef3f70f8f	syntacticus-20230428	lav.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5e11dfef7ddae412	synodal:candidate:44bfb5a1a57924ccbb7b0dbe	syntacticus-20230428	sergrad.conll:unknown	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
v07-source-5e24923ef5ecf71a	synodal:candidate:7233bdbd0a44f57a0c64bfac	english-wiktionary-ocs-kaikki-2026-08-07	мѫдрость	reviewed	synodal-russian	Reviewer confirmed that the governed source supports this exact surface and typed cell; no sibling cell or productive rule is implied.
