review_id	decision	route	family_id	lexeme_id	lemma	part_of_speech	surface	frequency	cell	semantic_evidence_id	morphology_evidence_id	target_evidence_id	evaluation_candidate_id	source_passage	evaluation_passage	predicted_unique_tokens	realized_unique_tokens	blocker	review_note
v06-exact-5144c95929417b1b	admitted	source-typed-exact	v06-family-fc9f5975a73bdd7a	synodal:noun:v06-396b7b7e0bf4e59e	чоудо	noun	чꙋдеса̀	148	noun:accusative:plural:inanimate	review:v06:396b7b7e0bf4e59e	v06-ud-b63c7a430c8504b6	v06-target-9b8f54a411ca714f	synodal:candidate:07684bda11e25b10d35c1bb3	Acts.2.19	Acts.7.36	148	148		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-514ae7151e3daa9b	admitted	source-typed-exact	v06-family-4bcbea889f337c48	synodal:noun:brother	братъ	noun	бра́те	62	noun:vocative:singular:animate	review:v06:noun:brother	v06-ud-560713ebfa2848d4	v06-target-39582336775f2fc6	synodal:candidate:c84d503de369ba5ceb1a158d	Acts.21.20	Acts.9.17	62	62		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-514bef9bfc7c3e4a	admitted	source-typed-exact	v06-family-8a49239f954cb0de	synodal:noun:wikt-d9b72ee49d72	миръ	noun	мі́ръ	157	noun:nominative:singular:inanimate	review:v03:d9b72ee49d72	v06-ud-2b369970d628d727	v06-target-14a8b5d11b52a7d8	synodal:candidate:40a8aef86ec8b97d2c34c586	Acts.17.24	Heb.10.5	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-516692bf8a478633	admitted	source-typed-exact	v06-family-8f2d5bca8894110f	synodal:verb:wikt-e0c91b5eb837	ѡставити	verb	ѡ҆ста́вите	88	imperative:second:plural	review:v03:e0c91b5eb837	v06-ud-9c367bfff0f9ad22	v06-target-7c8d9d6948b0a405	synodal:candidate:0cdba7b08b62b72341ea74ca	Acts.5.38	Gen.42.33	0	88		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-51ee06bdd3d3fb62	admitted	source-typed-exact	v06-family-6b14127df1101eda	synodal:verb:wikt-16664aa52c77	стати	verb	ста́ни	60	imperative:third:singular	review:v03:16664aa52c77	v06-ud-f16ced97d26d6284	v06-target-15df27818b736edb	synodal:candidate:a1a9af9ef91282fcc82fba1f	Acts.26.16	Ex.8.20	0	60		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5211e8e8a9f62d2b	admitted	source-typed-exact	v06-family-cb5b14455c72f106	synodal:noun:wikt-c2cc5dd81830	рать	noun	ра́ти	48	noun:locative:singular:animate	review:v03:c2cc5dd81830	v06-ud-477dedfb0070da58	v06-target-88e917e8a9f88e31	synodal:candidate:9d4de82d12c41ce83103558f	Dan.11.20	Amos.1.14	0	48		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-524d354a82654f8a	admitted	source-typed-exact	v06-family-13370df5e120c450	synodal:noun:v06-4b110ac5f2b33849	врата	noun	вра́тъ	274	noun:genitive:plural:inanimate	review:v06:4b110ac5f2b33849	v06-ud-53ff9da1f81c0bb4	v06-target-b6e6a937ed04db6d	synodal:candidate:48dd51ee615e2188c9680c90	Acts.9.24	Acts.12.14	274	274		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-53bc1f441543eaa5	admitted	source-typed-exact	v06-family-8c2b85aae7677e62	synodal:adjective:wikt-c50de9a2243e	малъ	adjective	ма́ла	95	adjective:accusative:plural:neuter:inanimate:short:positive	review:v03:c50de9a2243e	v06-ud-85d3c68f9fa47180	v06-target-1bd143053c68144f	synodal:candidate:0dabd95fe60669e5177eeb1e	Acts.8.10	Acts.12.18	95	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-56a6a2742ae36868	admitted	source-typed-exact	v06-family-adfb25c7cfcdb7a0	synodal:noun:v06-605bcfa1ed51dfb4	имѣниѥ	noun	и҆мѣ́нїе	83	noun:accusative:singular:inanimate	review:v06:605bcfa1ed51dfb4	v06-ud-6f26c8c5c2cea91b	v06-target-dd4a97e1581ab2ff	synodal:candidate:6060344672a0f432c286c32f	Dan.11.24	Heb.10.34	83	83		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-56b5d1fe76029244	admitted	source-typed-exact	v06-family-6c6404e0594aca17	synodal:noun:wikt-bcfe43fd2077	лице	noun	лица̑	127	noun:genitive:singular:animate	review:v03:bcfe43fd2077	v06-ud-e41f41ef2c1e8ba0	v06-target-018a7d54abf0ac72	synodal:candidate:5a615ccba92f101b85455d82	Acts.10.34	Jas.2.1	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-570982268e9a7af3	admitted	source-typed-exact	v06-family-690df9f851e3000e	synodal:noun:wikt-c789afb8ac4f	плачь	noun	пла́ча	54	noun:genitive:singular:inanimate	review:v03:c789afb8ac4f	v06-ud-bcbe87be9597bb02	v06-target-549d874ac6e0ac6a	synodal:candidate:681b8b4d1955fbeeb20893f4	Apoc.21.4	Eccles.7.3	54	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5732d4ab5cc75afb	admitted	source-typed-exact	v06-family-68b293c420890844	synodal:noun:milost	милость	noun	ми́лости	56	noun:accusative:plural:inanimate		v06-ud-daad924e044df4de	v06-target-03ce09761ccfc2a9	synodal:candidate:bd83abd74b6c5486085ffdaf	Esther.3.13	III_Esdra.4.24	56	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5760f6ea2ebf7c3f	admitted	source-typed-exact	v06-family-8b11aa406fd78a8f	synodal:numeral:wikt-bc270882d39d	десѧть	numeral	десѧтѝ	94	numeral:cardinal:dative:singular:feminine:any	review:v03:bc270882d39d	v06-ud-e659c3f9894a1c6d	v06-target-5a2867947bbcf08a	synodal:candidate:eb30d106caf3547df2b45987	Acts.25.6	Dan.1.12	0	94		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-580c709a9d4bb1be	admitted	source-typed-exact	v06-family-e8447fb223cae8e7	synodal:noun:v06-dee1bb18e959484d	горѥсть	noun	го́рести	40	noun:genitive:singular:inanimate	review:v06:dee1bb18e959484d	v06-ud-1d6c2b86e4a96909	v06-target-854ed4578e2a14a1	synodal:candidate:88d8854bde4aa53187d53557	Acts.8.23	Deut.32.32	40	40		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-583455443aeae201	admitted	source-typed-exact	v06-family-ff401dd748782042	synodal:noun:v06-e75e4ecfdf94b8aa	двьрь	noun	две́рьми	65	noun:instrumental:plural:inanimate	review:v06:e75e4ecfdf94b8aa	v06-ud-a75da2d619e2f45d	v06-target-e315c7e00cf61379	synodal:candidate:a18bc5099d19961816058583	Acts.3.2	Dan.13.26	65	65		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-588c530d08b30042	admitted	source-typed-exact	v06-family-4b27648b04f9ba4a	synodal:noun:wikt-f3833c75403b	риза	noun	ри́зъ	91	noun:genitive:plural:inanimate	review:v03:f3833c75403b	v06-ud-37c1467125b9e396	v06-target-bab8a041298d2496	synodal:candidate:20e0c3ac945c396a2ebf1c2f	Acts.20.33	Apoc.3.4	91	91		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-58d8eed36f117d92	admitted	source-typed-exact	v06-family-c36c119a628a329c	synodal:verb:v06-72858c58897d9d01	послоушати	verb	послꙋ́ша	120	past:third:singular	review:v06:72858c58897d9d01	v06-ud-8c180455d2e0b790	v06-target-f016b835da30c15b	synodal:candidate:80d5e3b895ec2294ba25d653	Dan.1.14	Baruch.3.33	120	120		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-59ef073ad3ffc864	admitted	source-typed-exact	v06-family-11c8f6b5f09881c0	synodal:verb:v06-9ad083fbc3393615	прити	verb	прише́лъ	68	l-participle:masculine:singular	review:v06:9ad083fbc3393615	v06-ud-0ea56038e6bd6784	v06-target-d67c28a8f938e92f	synodal:candidate:68cb4f681bf53dca77ad5b65	Acts.8.16	Ezek.7.6	68	68		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5a43b1927a979d4a	admitted	source-typed-exact	v06-family-d923543dfd3f32db	synodal:proper-noun:wikt-b63b03d40852	сїѡнъ	proper-noun	сїѡ́на	76	noun:genitive:singular:animate	review:v03:b63b03d40852	v06-ud-1989121674b924ea	v06-target-4e276a4d82f400c2	synodal:candidate:3619831cefa4a7f708e5ae3f	Deut.4.48	Amos.1.2	76	76		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5d2adecca44ccd7e	admitted	source-typed-exact	v06-family-ef8e848ce717ee09	synodal:adjective:wikt-f2a9817d8801	добръ	adjective	до́брѣ	130	adjective:locative:singular:neuter:any:short:positive	review:v03:f2a9817d8801	v06-ud-5dbdec8bd78246b9	v06-target-a701f1a49049956a	synodal:candidate:b26c4d9f4377c829edd62153	Acts.10.33	Acts.25.10	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5dab35ba94e02786	admitted	source-typed-exact	v06-family-86360391c48fd87c	synodal:verb:wikt-baa1f561a7e4	привести	verb	приведе́тъ	56	future:third:singular	review:v03:baa1f561a7e4	v06-ud-9da2b3f0fa3b1180	v06-target-f7bcd379ecb8688e	synodal:candidate:76ee58ed07d6a70cf5939933	Acts.9.2	I_Pet.3.18	56	56		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-5e52ffe3a03b4b11	admitted	source-typed-exact	v06-family-d0dc2a32dadd66da	synodal:noun:sila	сила	noun	си̑лы	106	noun:genitive:singular:inanimate		v06-ud-b2aa0111a0f541b3	v06-target-86f8375ca25beb8f	synodal:candidate:18de37bd28d567afe816f281	Acts.8.13	Dan.11.26	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6088223c343d4d26	admitted	source-typed-exact	v06-family-b043c1bdb5717480	synodal:adjective:wikt-e406458f5df6	великъ	adjective	вели́ко	90	adjective:nominative:singular:neuter:any:short:positive	review:v03:e406458f5df6	v06-ud-25bdfcaebdee6dd6	v06-target-b0296c7637c4ceed	synodal:candidate:016fddd8ec128a8b662cefd4	Apoc.20.1	III_Kings.8.41	0	90		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-60aa3b73165b0118	admitted	source-typed-exact	v06-family-d40480323b8991a0	synodal:noun:wikt-7edbe8aea3ab	страхъ	noun	стра́ха	120	noun:genitive:singular:inanimate	review:v03:7edbe8aea3ab	v06-ud-7a96e867c28ee513	v06-target-3b607b94e9e24a66	synodal:candidate:8e2c8fc0925c337f1fadb80c	Deut.28.67	II_Macc.13.16	120	120		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-60c5696c2cac5e97	admitted	source-typed-exact	v06-family-f51439e000f4a68b	synodal:noun:wikt-7e8cde57afa5	бѣсъ	noun	бѣ́сы	44	noun:accusative:plural:inanimate	review:v03:7e8cde57afa5	v06-ud-6b0e90c6995d4bcf	v06-target-bbbe6058bf03784a	synodal:candidate:61265ddad8285ab5da1d1b73	Lk.8.27	Lk.9.1	44	44		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-614fe964ac48a0dd	admitted	source-typed-exact	v06-family-56d008b352afb789	synodal:verb:wikt-77c5af0d1191	ити	verb	и҆дѝ	343	imperative:second:singular	review:v03:77c5af0d1191	v06-ud-369dc62892bc8af7	v06-target-880049d913943b72	synodal:candidate:d832c6c7a92ac64b644e5984	Acts.9.15	Acts.8.26	343	343		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-624a090f21bc59d5	admitted	source-typed-exact	v06-family-6c6404e0594aca17	synodal:noun:wikt-bcfe43fd2077	лице	noun	ли́ца	113	noun:genitive:singular:animate	review:v03:bcfe43fd2077	v06-ud-e41f41ef2c1e8ba0	v06-target-682ccd1bcde928e0	synodal:candidate:0d4ed8db3470bb3ad12f9697	Apoc.9.7	Epistle.1.12	0	113		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-628301fd3a38e5bd	admitted	source-typed-exact	v06-family-ef8e848ce717ee09	synodal:adjective:wikt-f2a9817d8801	добръ	adjective	до́брое	82	adjective:nominative:singular:neuter:any:long:positive	review:v03:f2a9817d8801	v06-ud-d19623c645cfa04c	v06-target-2e5330bc3f85243b	synodal:candidate:8dbec9d5f9c160fee6b4046d	Acts.27.8	Deut.21.9	0	82		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-62ca7e5ce966761f	admitted	source-typed-exact	v06-family-1a4304fb45a236f9	synodal:noun:delo	дѣло	noun	дѣ́ла	128	noun:genitive:singular:inanimate		v06-ud-cb48c4007dcfbab0	v06-target-f8feaf3134a944ff	synodal:candidate:7b49f9eaa20d94d3f5610885	Amos.3.7	Ex.12.16	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-65d7c1f7094a76ec	admitted	source-typed-exact	v06-family-8228b64af2bf5be8	synodal:verb:wikt-2dc4ff592b84	родити	verb	ро́ди	46	past:third:singular	review:v03:2dc4ff592b84	v06-ud-10330065dcbaf71c	v06-target-650f22d8d2ce0840	synodal:candidate:9e34d3c6acbbcf223ee2129b	Gen.37.2	Acts.12.13	46	46		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-662831ae30a8c69c	admitted	source-typed-exact	v06-family-6b14127df1101eda	synodal:verb:wikt-16664aa52c77	стати	verb	ста́ни	60	imperative:second:singular	review:v03:16664aa52c77	v06-ud-27aae66577747725	v06-target-15df27818b736edb	synodal:candidate:a1a9af9ef91282fcc82fba1f	Acts.26.16	Ex.8.20	60	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-665010ae0647f4b4	admitted	source-typed-exact	v06-family-82593107f7085b2c	synodal:noun:wikt-63d3fffebc66	крило	noun	крилѣ̑	50	noun:accusative:dual:inanimate	review:v03:63d3fffebc66	v06-ud-77df5136085740dc	v06-target-84948b6b474e1b4e	synodal:candidate:91379f293da5f1cf3f720ce0	Dan.7.4	Deut.32.11	50	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-666f57e01172845e	admitted	source-typed-exact	v06-family-138a78e538191272	synodal:noun:v06-e5f5efea52ec5e2e	пламень	noun	пла́мень	67	noun:accusative:singular:inanimate	review:v06:e5f5efea52ec5e2e	v06-ud-c0bfc59fb9b044af	v06-target-e688367523a0b51d	synodal:candidate:cc92e9441cdb2dec9b5883b3	Apoc.1.14	Apoc.19.12	67	67		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6722f0961ff0556a	admitted	source-typed-exact	v06-family-2026cd33c627bc47	synodal:numeral:v06-7391e80a474691c3	осмь	numeral	ѻ҆́смь	162	numeral:cardinal:nominative:singular:feminine:any	review:v06:7391e80a474691c3	v06-ud-1b4a4888bd379cf4	v06-target-44a1666e5f08865d	synodal:candidate:4f308de3b51511e7339b13d9	Deut.2.14	Ex.37.1	0	162		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-679897458aed02cc	admitted	source-typed-exact	v06-family-bd0dbc6dfbcc1f56	synodal:verb:v06-9c74840d41a83b98	пасти	verb	паде́тъ	99	future:third:singular	review:v06:9c74840d41a83b98	v06-ud-68f371b88845b177	v06-target-0174c9a71bccc6bb	synodal:candidate:48d5222f52f56d35af286b6e	Amos.3.5	III_Esdra.12.28	99	99		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-67e972bd0745781d	admitted	source-typed-exact	v06-family-ac768fc820943b86	synodal:noun:rab	рабъ	noun	ра́бъ	429	noun:nominative:singular:animate		v06-ud-221d6dc141bd8b3c	v06-target-1506941022406563	synodal:candidate:457ba40fdfda432481bd40ea	Apoc.6.15	Deut.16.14	0	429		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-67fdc8e9588fdd3e	admitted	source-typed-exact	v06-family-500aacf489632100	synodal:verb:wikt-0c6c8db63b7c	имѣти	verb	и҆мѣ̀	42	past:third:singular	review:v03:0c6c8db63b7c	v06-ud-b24b9b63ab4bf9b2	v06-target-363bd498d6054827	synodal:candidate:32177b2b26d2f79652260f41	Apoc.12.6	II_Macc.10.9	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6807a650d5010ffb	admitted	source-typed-exact	v06-family-3b04a8c821415f04	synodal:verb:wikt-c2efc410480b	искати	verb	и҆ска́ше	47	past:third:singular	review:v03:c2efc410480b	v06-ud-be977048087ee506	v06-target-8fde75e93383805e	synodal:candidate:308d85a795097105192fbe12	Acts.13.11	III_Kings.11.40	47	47		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-680d9da7ec3e6bc8	admitted	source-typed-exact	v06-family-c57d9a901b55f999	synodal:adjective:wikt-804d9a9cde41	живъ	adjective	жи́ва	116	adjective:nominative:plural:neuter:any:short:positive	review:v03:804d9a9cde41	v06-ud-61fc933f656e6c68	v06-target-85b92650e134706a	synodal:candidate:cfa74ad770093256dfc5f501	Acts.20.12	Acts.1.3	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6849b215c9f1b25b	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїѧ́тъ	135	past:second:singular	review:v06:8673185ecc70a12e	v06-ud-5e02351166ceadad	v06-target-2fa68763aea2c4f2	synodal:candidate:471fbf3cde8238df22b87524	Acts.7.38	Acts.8.14	135	135		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-68fa195048c0f626	admitted	source-typed-exact	v06-family-b35c97719dca9220	synodal:noun:wikt-9d7335013020	старость	noun	ста́рости	67	noun:genitive:singular:inanimate	review:v03:9d7335013020	v06-ud-2b587e735ecc3a16	v06-target-41057360e9d9dd12	synodal:candidate:5cc72d4a5d3755d27489886a	Composite.1.10	Gen.37.3	67	67		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6996fc14230302dc	admitted	source-typed-exact	v06-family-39324fbf6b39455b	synodal:noun:wikt-3c771d4eab2b	тьма	noun	тьмѣ̀	43	noun:locative:singular:inanimate	review:v03:3c771d4eab2b	v06-ud-82046c1e1cfe7610	v06-target-7874e023e5b42f03	synodal:candidate:cc46d832ad910cb977076681	Dan.2.22	II_Cor.6.14	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-69ea4bae6809ad8c	admitted	source-typed-exact	v06-family-285db4d9f5ac217f	synodal:noun:wikt-1734c53f8298	корабль	noun	корабли̑	56	noun:locative:singular:inanimate	review:v03:1734c53f8298	v06-ud-261c5004871eae8d	v06-target-c2fbde3eb9af5c2c	synodal:candidate:47b60f3f3e599272ae425ec4	Apoc.18.19	I_Macc.11.1	56	56		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6a8a8c50b1d0f741	admitted	source-typed-exact	v06-family-41d07d5eda4a46ff	synodal:noun:v06-64bd1811dbd024b5	око	noun	ѻ҆чи́ма	470	noun:instrumental:dual:inanimate	review:v06:64bd1811dbd024b5	v06-ud-a176c8be0e1b3e9c	v06-target-3abcc259b09bffa8	synodal:candidate:1d5c03ac564ee6fbd291404d	Acts.9.8	Acts.28.27	0	470		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6d4c85da680ded0c	admitted	source-typed-exact	v06-family-a0bd0e30486da780	synodal:noun:v06-8469d334b5dc4483	брашно	noun	бра́шна	72	noun:genitive:singular:inanimate	review:v06:8469d334b5dc4483	v06-ud-d69dbf25fea9e7c5	v06-target-73cbd2795a13bef0	synodal:candidate:6ce26b9c9c612d0b01ca5054	Acts.27.38	Hagg.2.13	72	72		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6d89d94997f3005a	admitted	source-typed-exact	v06-family-f480eb811d2489ca	synodal:noun:wikt-ff0e77e28364	печаль	noun	печа́ли	104	noun:dative:singular:inanimate	review:v03:ff0e77e28364	v06-ud-5aec512c2f2a00bf	v06-target-e73d0834897be74d	synodal:candidate:af9249a19760ecf532fa698a	Apoc.1.9	Ezek.35.5	0	104		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6e66df131150fc09	admitted	source-typed-exact	v06-family-4757e61e71424640	synodal:pronoun:on	онъ	pronoun	ѡ҆́нъ	199	pronoun:nominative:singular:masculine:none:any		v06-ud-b4d67c0a5f5b9ef2	v06-target-8b015b4d81d3c1fe	synodal:candidate:090ecae0bb4a6161f0fecf50	Composite.6.1	Deut.3.8	199	199		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6e672ee8e28b0c76	admitted	source-typed-exact	v06-family-801f5697e563721a	synodal:noun:svet	свѣтъ	noun	свѣ́тѣ	42	noun:locative:singular:inanimate		v06-ud-a3f75234041916b7	v06-target-414dab1992c26bb3	synodal:candidate:72ae1268218003a382828a45	Apoc.21.24	Dan.6.19	42	42		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6ece97a6221d56bc	admitted	source-typed-exact	v06-family-8f2d5bca8894110f	synodal:verb:wikt-e0c91b5eb837	ѡставити	verb	ѡ҆ста́ви	308	past:third:singular	review:v03:e0c91b5eb837	v06-ud-d892cfdccbee653e	v06-target-c22cbe6b33da70a4	synodal:candidate:cfd4c81d1443fa9d1b73d42e	Acts.14.17	Ex.10.5	0	308		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-6fbaa9256dc275fc	admitted	source-typed-exact	v06-family-8df6a96605123c52	synodal:noun:wikt-53f0aace1342	сѣнь	noun	сѣ́ни	59	noun:locative:singular:inanimate	review:v03:53f0aace1342	v06-ud-434108c537998f97	v06-target-755801bb8114304f	synodal:candidate:0733d42afed564ff1375c394	Composite.1.5	Gen.18.1	0	59		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-70859d2e90da66bc	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїѧ́тъ	135	past:third:singular	review:v06:8673185ecc70a12e	v06-ud-b99517c49b1183ff	v06-target-2fa68763aea2c4f2	synodal:candidate:471fbf3cde8238df22b87524	Acts.7.38	Acts.8.14	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-70daf8e901427f6e	admitted	source-typed-exact	v06-family-de13bf331bef4928	synodal:noun:v06-3524b116551ebe06	жезлъ	noun	же́злъ	152	noun:nominative:singular:inanimate	review:v06:3524b116551ebe06	v06-ud-e55ac5064510418e	v06-target-f2d3fac5fb5624a0	synodal:candidate:53782f838af45cb05e66a668	Esther.4.11	Ex.7.15	0	152		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-71a3d080e63dcf0a	admitted	source-typed-exact	v06-family-41d07d5eda4a46ff	synodal:noun:v06-64bd1811dbd024b5	око	noun	ѻ҆́чїю	78	noun:locative:dual:inanimate	review:v06:64bd1811dbd024b5	v06-ud-f8309d934dc22379	v06-target-bbc0d269e0f5098c	synodal:candidate:9b20026c955a8da2c19df5e6	Acts.1.9	Acts.9.18	0	78		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-7228491c9b281e5e	admitted	source-typed-exact	v06-family-3bb42b17aa5fdf21	synodal:pronoun:wikt-abc6b7472112	инъ	pronoun	и҆́но	61	pronoun:nominative:singular:neuter:none:any	review:v03:abc6b7472112	v06-ud-0997c0859bbf4311	v06-target-2b9e6a63ce96bff2	synodal:candidate:a1a70d90bf80a82eae405401	Acts.12.17	Acts.17.21	0	0		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
v06-exact-7501b48593dbb565	admitted	source-typed-exact	v06-family-6299df61d679a844	synodal:verb:v06-8673185ecc70a12e	прїѧти	verb	прїѧ́ти	128	participle:past:passive:nominative:plural:masculine:any:short:positive	review:v06:8673185ecc70a12e	v06-ud-e2c80df46889288d	v06-target-52a2c474a17002d4	synodal:candidate:e8304c7fac776d717e546420	Acts.1.25	Acts.3.5	0	128		Admitted only the exact typed cell. Identity, source morphology, target spelling, and held-out target occurrence remain separate evidence roles; no productive class or unattested cell is implied.
