packet_id	decision	realized_unique_tokens	blocker	review_note
v07-exact-4fcd058a4d0535ab	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-fcdc2fb433138515	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-75bf6d0f632564c4	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-25502ec651dbb46b	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-26a8534ecc7f7401	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-7f4288663ee5106a	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-8ddefc68316d6c25	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-b6b02d1b0cef8c5d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2667b1456da730a2	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-650f8b6a5bffe34f	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-d90e6102c35c1e0d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6a69e62dbaf8c662	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-f23471c2bbeaba30	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6b09c0fe1cb01859	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-4b086d6254cc0713	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-d56fc5e53b458ce5	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-93e67cdc4d601e82	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-1da0d7c5c68f573d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-ab663682e1526649	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-708902d81852c57c	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-f2ecfeae777d1927	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-26bed0be3ec23a69	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2661fdfe195c9e4e	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-dc335a067b06f546	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-7be983316abd1574	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-741f54e22aea0c69	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-98064b3534a59bb3	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-e07d0b2729b656cb	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-78e42e3cb3e05af2	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-610194ba0896686a	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-492047cc0ef0c9c1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-301e51f180f063c5	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-60894d3f0d773673	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-21e3901b11299215	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-719ae736da55bcb6	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-70cc71a8f1472482	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2eef00aabf799442	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-88a4dcaa1d28f71d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-8470540db5bfd963	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-a7f63cd8f807a165	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-e1ee013f17975b51	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-97954f881d2c4767	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-a9bfaa0d2a446d2b	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6d280a0b4cc3c7bb	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-340bfbb261623ec5	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-960130446fb63f20	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-daec5a260fadfb77	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-41ab367b614cc199	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-645a39b631f2e448	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2fedc92076dc65c1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-e2c7942c0bf88d7d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-58f92be75dfd9d49	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-51f43f3f2b34f499	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2504537d1e989950	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-43bc6e2afae1d930	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-862b95c7e93632c0	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-ec1ebbfd6aaa96cb	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-8f0d952b0b100bae	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-d53d15a834e20ef6	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-e0626efaa97e13ec	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-06fe3a11d12f0096	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6ae58701a61506a1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-ec78f5f3d71dd590	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-7fc795ae748e3636	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-84ed4d254f432678	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-9d80c956f0cda95c	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-dee3409cfe80c4d7	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-64f028c8630700cf	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-fc4798c0ebacdcf6	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-027c4f73368acb08	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-398a7c0750faaa6f	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-8a02876186fefd33	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-e30ac387a7ffaf1f	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-d8d68fe0186ec463	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c64b662e573bd5aa	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-7a150ac9ee6140e2	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-5432831db84b8175	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-b9299c8a631a9231	rejected	0	false-lexical-or-cell-alignment	Manual comparison of the source identity and cell with the target contexts found a homograph, wrong sense, or wrong inflectional cell; this proposal must not license runtime analysis.
v07-exact-733328a8e7e4a2c0	rejected	0	false-lexical-or-cell-alignment	Manual comparison of the source identity and cell with the target contexts found a homograph, wrong sense, or wrong inflectional cell; this proposal must not license runtime analysis.
v07-exact-48320ef8bccdb833	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-86a2130906b7a436	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-ef8d05f08279c011	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-fce2e07e974088be	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c9c71c2c2f344af4	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-3f2eb3f314a93da1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6d7d123d481ee23b	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-67330d9b4381782e	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-cf6caa915c151ca5	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2fcd41a078e670d2	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c5b719cf5dc26cd0	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-f930c220e4a0ad89	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-0fe83dc7d04677e2	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-9de4f282d880ef5e	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-437524ec0f7e508d	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-f675709fb352c737	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-ed5a709aa74dbfa0	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-710981b0be1fd7e4	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-acbc66703bebc3ad	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-7a9afc1a2fbc7058	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-92175e52b34c8520	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-445304bc6d75152e	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-1b1732a97314d7c8	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-cd688e3e385b9a0f	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-0fd5fd5cd85f6595	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-72aa0652de0e9f0f	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-36fb421e2279d58b	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-a98c06dc4c92c5e6	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-569053785c81b7fc	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-52d5bec8e7ab5ee3	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-80a57e557d895521	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-b8052f79e21e85aa	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-a4aca704138d3df1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-9688bf957a5c080d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-63732d4d9f7fe8e5	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-3f50d9e4c26a56b0	deferred	0	dedicated-abbreviation-registry-required	The marked surface must be reviewed through the typed abbreviation registry with an independently supported expansion and mark-order restrictions; it is not admitted as an ordinary exact form.
v07-exact-489f4d4ecba8b911	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-054911854e5931da	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-b451c1b91f9072bd	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-812274bb14b9f9c7	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2a106e2e06ace13e	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-9361b17329cc02b1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c25ac36e95b0cc34	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c4eaafb0f9425842	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c2619e98394ff364	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-cb98d9f3ccf0178c	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-0de181b9a795cd9c	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-f11311c9c9e13221	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c54d718ccc57c694	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-c5b0dd7674620708	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-6b88ebe8357b84e1	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-8cae3074b75095ac	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-7c639f606a110c49	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-fefedf4f05abeec3	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-f2f66a1e5e4dc474	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-9a60da96f3ccfa43	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-848a4d8348715f10	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-46592c5aececad33	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-48c8aa349a0019ae	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-4fbfaeb4d64c628b	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
v07-exact-2f59570bc88a6c5d	admitted	0		Manual review confirmed the lexical and semantic continuity, exact source-typed cell, exact NFC Synodal source spelling, and passage-disjoint held-out witness. Admission is limited to this exact surface-cell pair.
